Wall time,Step,Value
1495660416.6462939,41253,0.9296875
1495660416.8655941,41343,0.9296875
1495660417.3485167,41568,0.953125
1495660418.136101,41875,0.921875
1495660419.8896286,42592,0.9140625
1495695188.1796384,157,0.7421875
1495695188.2614703,196,0.78125
1495695188.2824752,206,0.78125
1495695189.9502323,768,0.890625
1495695190.7111123,953,0.8515625
1495695192.169101,1509,0.859375
1495695192.46645,1630,0.8671875
1495695192.7134385,1711,0.859375
1495695192.8272483,1726,0.8671875
1495695193.0875986,1832,0.8828125
1495695193.6541348,2093,0.8828125
1495695194.181339,2282,0.875
1495695195.881472,2951,0.8671875
1495695196.708511,3184,0.890625
1495695197.4239922,3459,0.90625
1495695197.8828673,3647,0.84375
1495695198.0149314,3707,0.890625
1495695198.2364802,3810,0.8828125
1495695198.5462792,3915,0.9140625
1495695199.025497,4088,0.8828125
1495695200.6195722,4618,0.9296875
1495695201.1829748,4820,0.90625
1495695201.2176802,4835,0.8984375
1495695201.3889132,4905,0.8984375
1495695201.8466446,5120,0.875
1495695203.2383516,5622,0.8828125
1495695204.7880871,6222,0.90625
1495695205.0574036,6314,0.9375
1495695205.3200462,6440,0.8984375
1495695206.052077,6729,0.8984375
1495695207.195088,7198,0.9140625
1495695207.208422,7204,0.8984375
1495695207.282782,7238,0.90625
1495695207.7019866,7368,0.8984375
1495695208.597109,7704,0.9453125
1495695208.6608799,7733,0.890625
1495695209.3611565,7995,0.8984375
1495695209.4638531,8044,0.8359375
1495695209.9563973,8217,0.8984375
1495695210.602513,8503,0.890625
1495695211.5760639,8852,0.9140625
1495695211.6636844,8882,0.859375
1495695212.4250672,9141,0.90625
1495695213.6550395,9586,0.890625
1495695213.6627731,9590,0.921875
1495695213.7905366,9645,0.953125
1495695214.1285331,9804,0.890625
1495695214.5594702,9938,0.859375
1495695214.6964428,10000,0.90625
1495695215.0782325,10173,0.8984375
1495695216.185098,10624,0.8984375
1495695217.1895337,11039,0.9140625
1495695218.050617,11372,0.9140625
1495695218.1692972,11426,0.953125
1495695218.2939708,11481,0.9296875
1495695218.3050382,11486,0.9296875
1495695219.239728,11761,0.9296875
1495695219.352743,11808,0.90625
1495695219.3587341,11810,0.8984375
1495695219.8544555,12023,0.859375
1495695220.2177474,12135,0.8984375
1495695220.661288,12347,0.890625
1495695220.9054527,12458,0.890625
1495695221.0000014,12468,0.9375
1495695221.507341,12686,0.921875
1495695222.9043686,13282,0.890625
1495695222.9251566,13292,0.9296875
1495695223.1811652,13362,0.921875
1495695223.6883023,13595,0.90625
1495695225.1613529,14152,0.9140625
1495695226.1132948,14542,0.921875
1495695226.7226992,14769,0.9140625
1495695226.7502546,14782,0.8671875
1495695227.2013197,14992,0.921875
1495695227.4551423,15074,0.9375
1495695227.8210135,15225,0.9140625
1495695227.881552,15253,0.875
1495695228.3366675,15462,0.9453125
1495695228.6939375,15571,0.921875
1495695228.8096638,15627,0.921875
1495695228.9156609,15677,0.921875
1495695228.9381013,15688,0.8671875
1495695229.9968417,16137,0.9453125
1495695230.1608157,16211,0.9609375
1495695231.092404,16480,0.8671875
1495695231.1994483,16526,0.9609375
1495695231.3711212,16607,0.890625
1495695232.130277,16913,0.890625
1495695234.3484068,17768,0.9296875
1495695234.3906329,17789,0.9765625
1495695234.4048848,17796,0.921875
1495695234.453384,17819,0.9375
1495695234.5391903,17859,0.9375
1495695235.1826248,18115,0.9140625
1495695235.5013363,18261,0.921875
1495695235.9483862,18470,0.9140625
1495695236.8277624,18759,0.8984375
1495695237.0726016,18875,0.921875
1495695237.4195426,18979,0.90625
1495695241.8175714,20752,0.8828125
1495695244.5996768,21870,0.890625
1495695245.0728652,22043,0.921875
1495695245.595072,22269,0.9765625
1495695245.7040856,22305,0.875
1495695247.2520854,22911,0.921875
1495695247.4439583,23003,0.8984375
1495695247.8248146,23158,0.8671875
1495695248.7478247,23494,0.921875
1495695249.5808241,23819,0.8828125
1495695249.6175854,23834,0.921875
1495695249.834057,23937,0.90625
1495695250.073311,24050,0.9140625
1495695250.4096804,24156,0.953125
1495695251.0109947,24446,0.9375
1495695252.4676352,25033,0.90625
1495695252.9338222,25263,0.9453125
1495695253.0344558,25313,0.9140625
1495695253.7782629,25542,0.9453125
1495695254.0484247,25665,0.9296875
1495695255.9681797,26452,0.9453125
1495695256.6991909,26738,0.921875
1495695257.1496332,26947,0.9453125
1495695258.2270947,27388,0.9453125
1495695258.2357929,27392,0.9375
1495695259.2569675,27796,0.9140625
1495695259.3547835,27824,0.9296875
1495695260.3318696,28199,0.9140625
1495695260.3375523,28202,0.9140625
1495695260.7274513,28325,0.9375
1495695261.1710236,28445,0.921875
1495695261.4622111,28585,0.953125
1495695261.8129609,28748,0.9296875
1495695262.0347238,28803,0.9375
1495695263.552657,29445,0.9296875
1495695264.7238948,29938,0.8828125
1495695265.4111903,30145,0.8828125
1495695265.806265,30322,0.9140625
1495695266.1036208,30457,0.9140625
1495695267.154594,30880,0.921875
1495695267.5435448,30999,0.9375
1495695268.06714,31250,0.9375
1495695268.7703512,31506,0.90625
1495695269.3235826,31768,0.9140625
1495695270.0055795,32031,0.9296875
1495695271.7429004,32667,0.875
1495695271.966903,32758,0.921875
1495695273.2736962,33290,0.9296875
1495695273.6001456,33449,0.9140625
1495695274.5574799,33830,0.921875
1495695274.9773684,33969,0.9140625
1495695275.2784655,34106,0.953125
1495695276.5958128,34647,0.9140625
1495695277.7660193,35075,0.875
1495695278.992874,35587,0.9296875
1495695280.4500942,36146,0.921875
1495695281.0198066,36348,0.9375
1495695281.2390769,36422,0.90625
1495695282.4846299,36872,0.9140625
1495695282.7836835,36960,0.9140625
1495695282.839744,36973,0.890625
1495695283.5147908,37285,0.9296875
1495695284.0567281,37471,0.9140625
1495695284.1302857,37505,0.8828125
1495695285.1997404,37949,0.9296875
1495695285.336052,38012,0.9296875
1495695285.3636076,38025,0.953125
1495695286.542143,38514,0.9296875
1495695286.5659144,38525,0.9140625
1495695287.1098669,38728,0.921875
1495695287.3831763,38844,0.921875
1495695288.2346992,39124,0.9453125
1495695288.997641,39460,0.9296875
1495695289.1546385,39527,0.890625
1495695289.8248565,39778,0.890625
1495695290.0254877,39874,0.9296875
1495695290.6251454,40080,0.8984375
1495695290.9465106,40233,0.9140625
1495695293.0645428,41093,0.8984375
1495695294.4853745,41636,0.8984375
1495695294.77549,41713,0.9375
1495695296.398173,42404,0.96875
1495695296.426816,42418,0.953125
1495695296.993711,42622,0.9375
1495695297.0842195,42657,0.890625
1495695297.2700527,42741,0.9375
1495695297.5679228,42880,0.8671875
